2020-10-29 18:57:15,217 INFO  Logger.cs: 70 - 
2020-10-29 19:18:13,519 INFO  ExportHelperExtension.cs: 338 - Creating joint e1_link
2020-10-29 19:18:13,560 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child e1_link failed
2020-10-29 19:18:13,633 INFO  ExportHelperExtension.cs: 338 - Creating joint e2_link
2020-10-29 19:18:13,639 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent e1_link to child e2_link failed
2020-10-29 19:18:13,851 INFO  ExportHelperExtension.cs: 338 - Creating joint e3_link
2020-10-29 19:18:13,856 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent e2_link to child e3_link failed
2020-10-29 19:18:14,003 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from serial3
2020-10-29 19:18:14,004 INFO  ExportHelperExtension.cs: 1142 - Found 33 in serial3
2020-10-29 19:18:14,005 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in serial3
2020-10-29 19:18:14,005 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-10-29 19:18:14,007 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2020-10-29 19:18:14,007 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base_link_assembly-1
2020-10-29 19:18:14,027 INFO  ExportHelperExtension.cs: 1142 - Found 25 in base_link_assembly-1
2020-10-29 19:18:14,028 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in base_link_assembly-1
2020-10-29 19:18:14,029 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from e1_link_assembly-1
2020-10-29 19:18:14,030 INFO  ExportHelperExtension.cs: 1142 - Found 26 in e1_link_assembly-1
2020-10-29 19:18:14,030 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in e1_link_assembly-1
2020-10-29 19:18:14,030 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from e3_link_assembly-1
2020-10-29 19:18:14,031 INFO  ExportHelperExtension.cs: 1142 - Found 27 in e3_link_assembly-1
2020-10-29 19:18:14,032 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in e3_link_assembly-1
2020-10-29 19:18:14,032 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from e2_link_assembly-1
2020-10-29 19:18:14,033 INFO  ExportHelperExtension.cs: 1142 - Found 27 in e2_link_assembly-1
2020-10-29 19:18:14,033 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in e2_link_assembly-1
2020-10-29 19:18:14,034 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from serial3
2020-10-29 19:18:14,034 INFO  ExportHelperExtension.cs: 1142 - Found 33 in serial3
2020-10-29 19:18:14,034 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in serial3
